idr_name,NAME,"GO:1903214,regulation of protein targeting to mitochondrion","GO:0006626,protein targeting to mitochondrion","GO:0006613,cotranslational protein targeting to membrane","GO:1903955,positive regulation of protein targeting to mitochondrion","GO:0005739,mitochondrion","GO:0005743,mitochondrial inner membrane","GO:0005759,mitochondrial matrix","GO:0005741,mitochondrial outer membrane","GO:0005740,mitochondrial envelope","GO:0005758,mitochondrial intermembrane space","GO:0098798,mitochondrial protein complex","GO:0098573,intrinsic component of mitochondrial membrane","GO:0098799,outer mitochondrial membrane protein complex","GO:0031966,mitochondrial membrane","GO:0051646,mitochondrion localization","GO:0051654,establishment of mitochondrion localization","GO:0005730,nucleolus","GO:0005654, nucleoplasm"
HUMAN29202_322to372,P50750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29203_1to41,Q05932,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HUMAN29204_619to658,P17813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29207_1to52,Q969X2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29208_1to49,Q9H4F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29209_1to38,Q5T9C9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29209_292to326,Q5T9C9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29212_156to321,Q5T9C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29213_85to327,Q69YI7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29219_1to97,Q9H7Z7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29228_1to206,Q08379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29228_429to957,Q08379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29233_299to331,O95900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29234_1to34,Q9Y3A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29243_558to595,Q5T4B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29248_1to172,Q53GS7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN29248_325to379,Q53GS7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN29254_1to102,Q96EX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29256_1to39,Q01105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29256_238to290,Q01105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29257_429to552,Q6P5Z2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29257_60to149,Q6P5Z2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29262_1to58,Q14249,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
HUMAN29263_1to69,Q5T280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29267_180to234,Q8IWT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29267_62to95,Q8IWT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29273_1506to1542,Q5SRE5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29274_165to264,Q9NR46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29274_277to336,Q9NR46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29280_1to32,P43155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29289_1to351,Q5T953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29292_1to266,Q5SZB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29292_293to393,Q5SZB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29294_1to253,Q99811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29298_1to289,Q9NZ63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29299_255to439,Q9Y2K6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29299_99to140,Q9Y2K6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29300_275to381,Q96RU3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29300_475to546,Q96RU3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29301_560to600,Q5VW38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29306_35to74,Q96I24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29307_321to367,Q9H4Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29309_1to60,P00519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN29309_501to1033,P00519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN29310_78to136,P83859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29316_408to699,P35658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29316_731to775,P35658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29316_784to819,P35658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29316_840to874,P35658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29316_886to2090,P35658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29320_1to73,Q8NBV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29321_1to2229,Q5JSZ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29324_241to277,Q9HA47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29325_1to120,A0A1B0GWB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29326_1to87,Q13905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29326_211to671,Q13905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29329_101to155,Q6P2C8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN29333_2457to2677,Q7Z333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29333_599to1695,Q7Z333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29334_1to509,Q15361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN29334_844to905,Q15361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN29336_128to173,Q6ZQR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29336_182to271,Q6ZQR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29336_1to111,Q6ZQR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29337_1to190,Q9BZE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29337_286to327,Q9BZE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29338_1to218,Q9H8H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN29338_755to851,Q9H8H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN29339_1to48,Q9UKN8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29339_617to663,Q9UKN8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29341_164to222,Q96E40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29342_270to740,Q92574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29342_861to1164,Q92574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29344_343to385,Q9Y5Q8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29344_464to519,Q9Y5Q8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29347_252to378,Q12967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29347_648to788,Q12967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29348_1to54,Q8N5D6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29353_1to255,O75683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN29353_332to361,O75683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN29354_137to200,Q15528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29355_1to44,P62424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN29357_1to60,Q15526,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
HUMAN29358_118to256,Q15527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN29361_1to69,Q9GZR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN29361_80to228,Q9GZR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN29362_1138to1188,Q76LX8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29362_32to76,Q76LX8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29366_1to33,Q9UGQ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29370_1to166,P0C2L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29371_1to41,P09172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29371_588to617,P09172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29372_1to59,Q9UL12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HUMAN29378_148to306,Q15059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29378_1to34,Q15059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29378_417to570,Q15059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29378_641to726,Q15059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29379_1to30,P61964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29380_1to129,P19793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29381_1to32,P20908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29381_241to1604,P20908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29383_55to98,Q15485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29385_58to111,O00602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29391_1to1209,Q5T8A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29403_111to328,Q5JUK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29403_1to60,Q5JUK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29404_1030to1116,Q5JUK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29404_1201to1230,Q5JUK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29404_1to48,Q5JUK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29404_621to729,Q5JUK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29406_345to1460,Q5T5Y3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29407_235to275,Q9BSL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29408_124to587,Q96BF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN29410_150to377,Q9UBR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29411_1to50,Q6ZRP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29411_566to698,Q6ZRP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29413_1to1017,A0A096LP49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29416_1to63,Q5SXM8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29417_166to536,Q9H257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29418_107to136,Q5SXM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29418_1391to1469,Q5SXM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29418_1to79,Q5SXM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29418_501to790,Q5SXM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29418_802to1269,Q5SXM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29419_1to381,Q96C92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29419_398to435,Q96C92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29423_1to279,Q9NRR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29424_1570to1612,O15027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29424_1890to2357,O15027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29424_1to1385,O15027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29426_1775to1838,P46531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29426_2120to2555,P46531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29429_1to42,Q5VUD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29430_1to31,Q6JVE6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29436_1to41,Q5T5S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29436_226to294,Q5T5S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29436_459to534,Q5T5S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29441_1to659,C9J069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29441_826to869,C9J069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29445_1to69,O60869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN29448_1to31,P07360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29455_142to204,Q9BUH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29458_1to43,Q11130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29462_1to282,Q9NQX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29465_309to347,Q86UD0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN29465_97to235,Q86UD0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN29468_63to243,Q9UKM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29475_863to938,Q05586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29476_1to33,Q2I0M4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29476_295to334,Q2I0M4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29477_80to147,A6NLX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29484_40to138,Q9H0X6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29487_1to92,Q8N130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29489_38to200,Q6J272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29491_22to82,Q8N7X2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29493_1to72,Q9NXH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29496_577to610,Q8N9H8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29500_213to313,Q86UR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29502_1to337,Q6X4W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29504_1247to1317,Q6ZV29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29504_1to102,Q6ZV29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29504_303to448,Q6ZV29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29506_1to35,Q8IXM3,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0
HUMAN29507_379to427,Q9BTV6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29509_289to344,Q8N5I2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29523_1to51,P00403,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
HUMAN29524_1to49,P03928,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
HUMAN29534_1to87,O43824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29535_42to123,Q9Y5P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29535_519to575,Q9Y5P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29537_1to292,O15266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29538_299to342,Q9HC73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29544_218to279,O95671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29545_311to359,Q86VZ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29546_265to695,Q02040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29552_509to540,O96006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29552_86to117,O96006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29553_1to185,P14209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29558_1to180,P55808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29559_298to451,O15488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29560_1to36,P51689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29565_672to771,Q9NR99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29565_804to1717,Q9NR99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29566_1to40,P51817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29576_1to40,P23352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29581_146to210,O60907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29582_319to404,P51810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29583_119to1313,Q13796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29583_1329to1433,Q13796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29585_100to137,Q9ULE0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29585_180to226,Q9ULE0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29585_1to88,Q9ULE0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29585_354to599,Q9ULE0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29585_731to913,Q9ULE0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29585_925to968,Q9ULE0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29589_1to99,P53701,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
HUMAN29592_1to191,Q99217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29593_287to417,Q8N5Y2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29593_93to168,Q8N5Y2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29594_520to1322,Q14CM0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29602_183to355,Q9H3M9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29603_286to360,Q8IUX8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29604_82to168,Q8N8B7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29607_449to1012,O75665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29610_151to197,Q9NWZ8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29610_60to138,Q9NWZ8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29611_1to40,P23416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29611_352to411,P23416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29612_781to816,Q8NB91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29613_277to312,Q8NHP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29623_1to42,O43915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29625_152to207,P51813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29626_765to805,Q9BYF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29627_164to222,Q9HBJ8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29631_1to59,Q15696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29631_344to482,Q15696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29634_1to33,P30550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29634_344to384,P30550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29635_1to105,A8MXT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29639_1to87,Q96A49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29639_219to336,Q96A49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29640_1to156,Q9NUQ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29640_455to528,Q9NUQ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29643_142to272,Q8NFH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29643_359to629,Q8NFH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29644_1to1651,Q6T4R5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN29645_87to250,Q9UN30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29646_1to530,Q9Y5P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29647_17to345,Q8NDZ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29647_357to470,Q8NDZ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29647_580to655,Q8NDZ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29647_768to799,Q8NDZ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29648_242to350,Q9UQR0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29648_463to623,Q9UQR0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29649_301to918,O76039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29651_304to343,O14829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29652_629to668,P46019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29652_996to1055,P46019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29653_229to371,Q8IZP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29653_39to87,Q8IZP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29653_903to966,Q8IZP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29653_982to1017,Q8IZP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29656_1126to1239,Q6ZN16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29656_1to57,Q6ZN16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29656_911to1007,Q6ZN16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29657_157to606,Q96B97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29657_61to98,Q96B97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29659_1to661,A2AJT9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN29659_679to711,A2AJT9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
